,id,0,1,2,total,percent
0,7,0.5,1,0.8333333333333334,2.3333333333333335,77.77777777777779
1,5,0.25,0,1.0,1.25,41.66666666666667
2,4,0.75,1,0.5,2.25,75.0
3,6,1.0,1,1.0,3.0,100.0
