,id,0,1,2,total,percent
0,9,0.75,1,1.0,2.75,91.66666666666666
1,8,1.0,1,1.0,3.0,100.0
2,10,0.25,0,1.0,1.25,41.66666666666667
3,11,0.75,1,1.0,2.75,91.66666666666666
