,id,0,1,2,total,percent
0,0,0.5,0,1.0,1.5,50.0
1,3,0.25,1,0.6666666666666666,1.9166666666666665,63.888888888888886
2,1,0.75,1,0.8333333333333334,2.5833333333333335,86.11111111111111
3,2,0.75,0,1.0,1.75,58.333333333333336
