,id,0,1,2,3,total,percent
0,1,0.6,1.0,1.0,1.0,3.6,90.0
1,3,0.6,1.0,1.0,1.0,3.6,90.0
2,0,1.0,1.0,1.0,1.0,4.0,100.0
3,2,1.0,1.0,1.0,1.0,4.0,100.0
