,id,0,1,2,total,percent
0,16,0.0,0,1.0,1.0,33.33333333333333
1,19,0.5,1,1.0,2.5,83.33333333333334
2,18,0.75,1,1.0,2.75,91.66666666666666
3,17,0.5,1,0.6666666666666666,2.1666666666666665,72.22222222222221
