,id,0,1,2,3,total,percent
0,16,1.0,0.0,1.0,1.0,3.0,75.0
1,17,1.0,1.0,1.0,1.0,4.0,100.0
2,18,0.6,1.0,1.0,1.0,3.6,90.0
3,19,1.0,1.0,1.0,1.0,4.0,100.0
