,id,0,1,2,3,total,percent
0,13,0.6,1.0,1.0,1.0,3.6,90.0
1,15,1.0,1.0,1.0,1.0,4.0,100.0
2,12,1.0,1.0,1.0,1.0,4.0,100.0
3,14,0.6,1.0,1.0,1.0,3.6,90.0
