,id,0,1,2,3,total,percent
0,5,1.0,1.0,1.0,1.0,4.0,100.0
1,4,1.0,1.0,1.0,1.0,4.0,100.0
2,6,0.6,1.0,1.0,1.0,3.6,90.0
3,7,1.0,1.0,1.0,1.0,4.0,100.0
