,id,0,1,2,3,total,percent
0,20,0.6,1.0,1.0,1.0,3.6,90.0
1,21,0.8,1.0,1.0,1.0,3.8,95.0
2,22,1.0,1.0,1.0,1.0,4.0,100.0
3,23,1.0,1.0,1.0,1.0,4.0,100.0
