,id,0,1,2,3,total,percent
0,10,1.0,0.0,1.0,1.0,3.0,75.0
1,8,1.0,1.0,1.0,1.0,4.0,100.0
2,11,1.0,1.0,1.0,1.0,4.0,100.0
3,9,1.0,1.0,1.0,1.0,4.0,100.0
