,id,0,1,2,3,4,5,6,7,8,9,10,11,total,percent
0,4,1.0,0.8,1.0,1.0,1.0,1.0,0.9,0.8571428571428571,0.8333333333333334,0.75,1.0,0.75,10.89047619047619,90.75396825396825
1,5,0.8,0.6,1.0,1.0,1.0,1.0,0.6,0.5714285714285714,0.8333333333333334,0.75,1.0,1.0,10.154761904761905,84.62301587301587
2,6,1.0,0.8,1.0,1.0,1.0,0.75,0.8,0.8571428571428571,0.5,0.75,1.0,0.0,9.457142857142857,78.80952380952381
3,7,1.0,1.0,1.0,1.0,0.25,0.0,1.0,0.8571428571428571,0.8333333333333334,0.75,0.75,0.75,9.19047619047619,76.58730158730158
