,id,0,1,2,3,4,5,6,7,8,9,10,11,total,percent
0,0,1,0.9,1.0,1.0,1.0,1.0,1.0,0.5714285714285714,0.8333333333333334,0.75,1.0,1.0,11.054761904761905,92.12301587301587
1,2,1,0.9,1.0,1.0,1.0,0.75,0.8,0.8571428571428571,0.8333333333333334,0.75,1.0,1.0,10.89047619047619,90.75396825396825
2,3,1,0.9,1.0,1.0,1.0,1.0,0.7,1.0,0.8333333333333334,0.75,1.0,1.0,11.183333333333334,93.19444444444444
3,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,0.5,0.75,1.0,1.0,10.964285714285715,91.36904761904762
